Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Jamaica,JAM,Imports of goods and services (constant LCU),NE.IMP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.45E+11,5.66E+11,4.11E+11,3.91E+11,4.09E+11,3.88E+11,3.98E+11,3.97E+11,3.86E+11,3.79E+11,
Jamaica,JAM,Imports of goods and services (annual % growth),NE.IMP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.951152986,-27.46848563,-4.892798107,4.684016392,-5.068856243,2.46369495,-0.122673786,-2.744673622,-1.930850651,
Jamaica,JAM,Imports of goods and services (constant 2010 US$),NE.IMP.GNFS.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9122561451,9483007810,6878169172,6541634241,6848045461,6500927882,6661090913,6652919501,6470318574,6345386386,
Jamaica,JAM,Imports of goods and services (current LCU),NE.IMP.GNFS.CN,190000000,187000000,194000000,201000000,250000000,256000000,281000000,306000000,380000000,431400000,438000000,525000000,591000000,707400000,991200000,1186100000,1021700000,838500000,1395200000,2166900000,2436199900,2961600000,2853900000,3008999900,5765799900,7669300200,6923800100,8344200200,10040899600,13259200500,17114500100,25567399900,51318800400,52603000000,1.01E+11,1.30E+11,1.44E+11,1.44E+11,1.48E+11,1.57E+11,1.96E+11,2.08E+11,2.31E+11,2.81E+11,3.22E+11,3.87E+11,4.75E+11,5.45E+11,7.15E+11,5.58E+11,5.72E+11,6.63E+11,6.81E+11,7.54E+11,8.25E+11,7.66E+11,7.90E+11,8.60E+11
Jamaica,JAM,Imports of goods and services (current US$),NE.IMP.GNFS.CD,265994680.1,261794764.1,271594568.1,281394372.1,349993000.1,358392832.1,393392132.2,422535211.3,456018240.7,517700708,525621024.8,630403458.2,770032573.3,783909574.5,1090309097,1304696953,1123858761,922340776.6,987193094.2,1227844515,1367576008,1662512631,1602054564,1557292154,1462361748,1379717951,1263974607,1520804892,1829409977,2308115535,2382307920,2092258584,2232222723,2094902429,3026434365,3686336634,3866308725,4053168122,4034761255,4000484694,4557636955,4521419271,4758364236,4844208528,5255575481,6186480000,7216423801,7888835795,9798546352,6309017968,6541634241,7721221294,7678322135,7526663215,7434188643,6554984876,6316423518,6721804408
Jamaica,JAM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,29.72405729,28.312032,26.71761593,24.1679918,26.92312849,26.51209677,28.01889201,29.27592013,34.87599646,35.1566435,31.53938421,32.08827199,27.33652978,31.5018315,24.32382364,25.76911344,18.2131738,12.2262469,15.0452182,19.21863682,15.90580545,20.29810247,20.86891238,22.25876677,23.12229467,24.30381182,16.94417282,20.64906533,23.62214134,26.61116545,25.8843923,24.36427588,29.82855891,25.26119568,24.23185867,25.25957395,25.55400098,25.69477369,22.60035121,21.26335084,23.46333789,25.8803612,27.33771823,26.24745184,26.46721089,26.94237701,28.4225128,26.57130727,24.35053998,21.05638139,20.208192,21.44362563,19.94224714,21.27699275,22.47614217,21.26985256,21.34716446,21.78552114
Jamaica,JAM,Gross capital formation (constant LCU),NE.GDI.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35E+11,2.16E+11,1.77E+11,1.73E+11,1.89E+11,1.78E+11,1.87E+11,1.94E+11,1.82E+11,1.83E+11,
Jamaica,JAM,Gross capital formation (annual % growth),NE.GDI.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.009382808,-18.42652303,-2.03922146,8.972402391,-5.750449585,5.351021855,3.859510402,-6.446053972,0.425035878,
Jamaica,JAM,Gross capital formation (constant 2010 US$),NE.GDI.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3626450074,3335993806,2721286139,2665793088,2904978770,2737929431,2884436633,2995761765,2802653345,2814565627,
Jamaica,JAM,Gross capital formation (current LCU),NE.GDI.TOTL.CN,148421700,151276000,148421700,142713200,172682900,184100000,219500000,243400000,315000000,349000000,369200000,411500000,393400000,541800000,525200000,670100000,491100000,361200000,562300000,822500000,759200000,1077200000,1224400000,1556600100,2163899900,2837300000,2556699900,3724000000,4963500000,6733899800,8539400200,12121300000,24213399600,34285000000,43715000000,58387000000,70135000000,76416000000,72586000000,73780000000,90824000000,1.09E+11,1.29E+11,1.43E+11,1.65E+11,1.89E+11,2.23E+11,2.35E+11,2.43E+11,2.24E+11,2.33E+11,2.66E+11,2.62E+11,3.04E+11,3.47E+11,3.53E+11,3.75E+11,4.12E+11
Jamaica,JAM,Gross capital formation (current US$),NE.GDI.TOTL.CD,207786224.3,211782164.4,207786224.3,199794484.1,241751225,257734845.3,307293854.1,336095001.4,378015120.6,418816752.7,443057722.3,494116234.4,512573289.9,600398936.2,577714222.9,737102629,540204598,397316026.8,397863157.1,466058476.9,426181654.9,604692938.1,687324576.2,805610237,548823146,510434282,466738453.4,678732207,904328972.8,1172213870,1188669293,991923076.9,1053214424,1365392274,1313157104,1651683168,1882818792,2151957195,1980518417,1882142857,2108263695,2375303819,2650164813,2467115484,2686680796,3018736000,3383849423,3407529684,3330814591,2534941801,2665793088,3096440318,2951485562,3037287101,3123672077,3017529872,3000751429,3217315153
Jamaica,JAM,Changes in inventories (constant LCU),NE.GDI.STKB.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3932000000,3352000000,1678000000,2582000000,4218000000,2507000000,2358000000,3962000000,1018000000,1058000000,
Jamaica,JAM,Changes in inventories (current LCU),NE.GDI.STKB.CN,,,,,,18300000,20500000,24900000,32300000,33700000,2100000,55500000,26600000,93600000,47000000,60500000,40300000,11700000,63400000,74300000,69100000,123400000,56600000,120200000,183200000,256100000,124900000,179300000,98200000,195800000,177500000,296800000,260200000,900000000,582000000,791000000,558000000,375000000,408000000,554000000,1000000000,604000000,774000000,896000000,628000000,1450000000,2799000000,3932000000,3817000000,2120000000,3529000000,6127000000,3854000000,3907000000,7021000000,1909000000,2052000000,2175814200
Jamaica,JAM,Changes in inventories (current US$),NE.GDI.STKB.CD,,,,,,25619487.61,28699426.01,34382767.19,38761550.46,40441617.66,2520100.804,66642651.3,34657980.46,103723404.3,51699483.01,66549334.51,44329556.7,12869871.3,44859548.57,42101087.94,38789715.95,69271359.6,31772763,62208881.07,46464441.51,46072752.13,22801124.54,32679023.82,17891629.92,34084183.41,24707683.74,24288052.37,11317964.33,35842293.91,17482727.55,22376237.62,14979865.77,10560405.52,11132332.88,14132653.06,23212627.67,13107638.89,15945611.87,15466942.86,10238017.61,23200000,42486338.8,56935997.68,52345035.66,23957509.32,40386816.21,71333352.74,43424911.75,38976028.79,63289598.82,16330532.02,16403533.31,17003264.19
Jamaica,JAM,Gross fixed capital formation (% of GDP),NE.GDI.FTOT.ZS,,,,,,23.87672811,25.40209344,26.28097185,31.29982285,31.76186159,31.35998901,27.76044916,25.48815232,26.05965463,22.14709152,23.4425482,16.71858837,11.83021399,13.34885179,17.48253382,14.45810899,17.97282783,19.90421265,20.5399528,21.16471702,22.11010349,16.11641678,19.65487106,23.15479083,25.83740051,25.34635863,23.76769594,29.50801714,24.59807548,23.90924763,24.91736896,25.35069118,25.56868046,22.47331648,21.10368838,23.20499937,25.73754561,27.17323161,26.08290022,26.36635344,26.73531579,28.06565044,26.12733054,23.96786185,20.85737941,19.9020375,20.94962428,19.64883885,21.00395544,22.02074673,21.15474252,21.23047072,21.67038633
Jamaica,JAM,Gross fixed capital formation (constant LCU),NE.GDI.FTOT.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.31E+11,2.13E+11,1.75E+11,1.70E+11,1.84E+11,1.75E+11,1.85E+11,1.90E+11,1.81E+11,1.82E+11,
Jamaica,JAM,Gross fixed capital formation (annual % growth),NE.GDI.FTOT.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.894827825,-17.93087592,-2.575625039,8.148282904,-4.95363261,5.512674127,3.040862263,-5.034237224,0.405310508,
Jamaica,JAM,Gross fixed capital formation (constant 2010 US$),NE.GDI.FTOT.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3565045468,3283591267,2694814591,2625406271,2839331802,2698681736,2847451266,2934038337,2786331886,2797625182,
Jamaica,JAM,Gross fixed capital formation (current LCU),NE.GDI.FTOT.CN,,,,,,165800000,199000000,218500000,282700000,315300000,367100000,356000000,366800000,448200000,478200000,609600000,450800000,349500000,498900000,748200000,690100000,953800000,1167800100,1436400000,1980700000,2581199900,2431800100,3544699900,4865300000,6538100200,8361900000,11824499700,23953199100,33385000000,43133000000,57596000000,69577000000,76041000000,72178000000,73226000000,89824000000,1.09E+11,1.28E+11,1.42E+11,1.64E+11,1.87E+11,2.20E+11,2.31E+11,2.39E+11,2.22E+11,2.29E+11,2.60E+11,2.58E+11,3.01E+11,3.40E+11,3.51E+11,3.73E+11,4.10E+11
Jamaica,JAM,Gross fixed capital formation (current US$),NE.GDI.FTOT.CD,,,,,,232115357.7,278594428.1,301712234.2,339253570.1,378375135,440537621.5,427473583.1,477915309.4,496675531.9,526014739.9,670553294.5,495875041.2,384446155.5,353003608.6,423957388.9,387391938.9,535421578.5,655551869.3,743401304.2,502358729.8,464361511.9,443937365.4,646053164.9,886437342.9,1138129757,1163961581,967635000,1041896438,1329549980,1295674377,1629306931,1867838926,2141396790,1969386085,1868010204,2085051068,2362196181,2634219201,2451648541,2676442778,2995536000,3341363084,3350593687,3278469556,2510984292,2625406271,3025106965,2908060651,2998311072,3060382478,3001199340,2984347896,3200311889
Jamaica,JAM,"Gross fixed capital formation, private sector (% of GDP)",NE.GDI.FPRV.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15879457,18.94360429,24.45087263,21.34185998,20.99209819,20.77887328,20.80414839,21.27549161,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,"Gross fixed capital formation, private sector (current LCU)",NE.GDI.FPRV.CN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6980400100,9424499700,19848050700,28965599200,37870374900,48029950000,57098649600,63273099300,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,33.24211812,33.29676952,33.01639905,34.16634914,33.45734998,33.28052995,37.45213173,36.0476305,36.83569531,36.75833585,33.23082464,33.81940112,32.77743034,31.54834583,35.67525009,35.26380692,29.04613667,29.76678163,40.55225449,49.80722948,51.06743835,47.189508,38.04093716,35.69610428,55.57835242,55.8611615,48.84298673,46.60179097,43.63112209,43.61229579,48.0631754,50.20733866,62.27454403,44.084231,55.55949735,51.27580598,45.24991073,40.58924206,38.43298918,39.03660709,38.7900457,35.56415707,32.76195131,36.61346899,37.54402476,35.27323512,40.13152526,39.72869092,41.94330709,34.47962858,31.33784916,30.37894669,30.19745297,30.60058423,31.25799018,29.910342,31.36650537,31.54706115
Jamaica,JAM,Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.52E+11,3.62E+11,2.98E+11,2.76E+11,2.71E+11,2.63E+11,2.75E+11,2.78E+11,2.90E+11,2.95E+11,
Jamaica,JAM,Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.899246838,-17.75523338,-7.45781951,-1.515816825,-3.167835981,4.755943026,0.96300198,4.401372978,1.50774204,
Jamaica,JAM,Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278468901,5431504744,4467128400,4133978027,4071314493,3942341927,4129837463,4169607880,4353127874,4418761813,
Jamaica,JAM,Exports of goods and services (current LCU),NE.EXP.GNFS.CN,165988500,177910300,183412700,201754000,214592900,231100000,293400000,299700000,332700000,364900000,389000000,433700000,471700000,542600000,770300000,917000000,783200000,879400000,1515600000,2131600000,2437499900,2504300000,2231899900,2496300000,5201300000,6521399800,7369900000,8404500000,9167800300,11036000300,15856300000,24978300900,50551500800,59832000000,1.00E+11,1.19E+11,1.24E+11,1.21E+11,1.23E+11,1.35E+11,1.50E+11,1.50E+11,1.54E+11,1.99E+11,2.34E+11,2.47E+11,3.15E+11,3.52E+11,4.18E+11,3.67E+11,3.61E+11,3.77E+11,3.97E+11,4.38E+11,4.82E+11,4.96E+11,5.52E+11,5.96E+11
Jamaica,JAM,Exports of goods and services (current US$),NE.EXP.GNFS.CD,232379252.4,249069438.6,256772644.5,282449951,300424051.5,323533529.3,410751785,413835956.9,399255970.2,437897515.9,466818672.7,520773294.9,614592833.9,601285461,847321526.8,1008689913,861511384.9,967330326.7,1072383783,1207842248,1368305771,1405804423,1252890928,1291947003,1319189409,1173209045,1345412392,1531795068,1670334931,1921108572,2207168708,2044050810,2198847360,2382795699,3010844097,3352842999,3334013423,3399380456,3367967258,3455357143,3485422470,3264084201,3175999176,3441463836,3811085752,3952160000,4777868852,5094845062,5737260011,4150943609,4133978027,4386692668,4469272988,4368228202,4344149025,4243346313,4409161038,4658912552
Jamaica,JAM,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,104.8087254,101.7011811,101.905836,99.87231268,105.5203492,103.5858295,98.41715599,100.757758,105.2369353,106.698902,104.1858879,107.1194635,108.2899034,109.5819524,110.230641,110.3484083,108.8451272,98.61557725,96.77850921,100.8248242,99.97276403,108.6170834,110.601491,107.3314061,106.0319486,109.8327125,97.04353499,99.66564594,104.1552282,108.7856888,103.8138211,101.1841115,100.9452387,94.67367118,100.2876892,105.1001955,107.2244205,107.8063477,107.609007,106.1585327,111.9329147,113.6994205,116.3228528,114.9236929,114.2300546,119.9414231,120.4825483,121.7870402,129.6907897,117.9259487,118.2513711,123.0924469,121.6825222,122.1256656,122.2341424,116.2941921,113.5681501,113.9685334
Jamaica,JAM,Gross national expenditure (constant LCU),NE.DAB.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.08E+12,1.08E+12,9.54E+11,9.42E+11,9.81E+11,9.63E+11,9.65E+11,9.66E+11,9.50E+11,9.50E+11,
Jamaica,JAM,Gross national expenditure (constant 2010 US$),NE.DAB.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17802232289,17910944901,15786321475,15599301900,16222056180,15948057486,15959407064,15970591154,15714560472,15706686619,
Jamaica,JAM,Gross national expenditure (current LCU),NE.DAB.TOTL.CN,529395300,546938600,566637700,584749400,678051000,719300000,771000000,837700000,950500000,1059200000,1219600000,1373700000,1558399900,1884700000,2380100000,2869499900,2934900100,2913399900,3617000000,4315000000,4771899900,5764299900,6489000100,7505900300,9922900000,12822200100,14642699500,17974500100,21885100000,27527798800,34248599600,50651298800,85680298000,1.28E+11,1.81E+11,2.43E+11,2.94E+11,3.21E+11,3.46E+11,3.68E+11,4.33E+11,4.81E+11,5.47E+11,6.26E+11,7.11E+11,8.40E+11,9.45E+11,1.08E+12,1.29E+12,1.26E+12,1.36E+12,1.53E+12,1.60E+12,1.75E+12,1.88E+12,1.93E+12,2.00E+12,2.13E+12
Jamaica,JAM,Gross national expenditure (current US$),NE.DAB.TOTL.CD,741138597.2,765698726,793276914.5,818632787.3,949252415,1006999860,1079378412,1156724662,1140645626,1271090844,1463578543,1649495677,2030488469,2088541667,2618083819,3156418326,3228357826,3204707843,2559258473,2445036265,2678735770,3235825699,3642640676,3884639427,2516714010,2306731929,2673098598,3276012922,3987373829,4791943530,4767344042,4144950802,3726850718,5117164476,5434725143,6872333805,7900295302,9028865108,9429986357,9396709184,10057567317,10435351563,11276534817,10802192301,11595467884,13438720000,14344095325,15618100203,17739893033,14196926206,15599301900,17774438979,18009203287,17433408053,16987754035,16498533759,15964179224,16679912696
Jamaica,JAM,Gross national expenditure deflator (base year varies by country),NE.DAB.DEFL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,119.3920901,131.7172289,144.6455139,155.6755054,165.8906305,181.101463,195.0412949,203.026172,210.316026,
Jamaica,JAM,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,76.29666761,74.05016123,75.28369816,74.85731704,78.79234303,77.07373272,70.39826398,71.48183786,70.36093888,71.54225849,72.64651227,75.03119152,80.95336669,78.08012094,85.90681734,84.5792949,90.63196079,86.38933035,81.73328834,81.60618735,84.06905156,88.3208634,89.7308708,85.07264364,82.90858862,85.52889473,80.09828058,79.01705359,80.53277464,82.17376306,77.92900993,77.44676893,75.72125477,69.4117387,76.05583056,79.84062159,81.67041952,82.11157401,85.00834444,84.89518188,88.46957676,87.81905926,88.98513458,88.67624102,87.76284367,92.99890329,92.06016299,95.21584586,105.3402497,96.86975508,98.04317915,101.6488212,101.7401989,100.848603,99.75793537,95.02439983,92.22104252,91.15976813
Jamaica,JAM,Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.43E+11,8.67E+11,7.77E+11,7.69E+11,7.92E+11,7.86E+11,7.78E+11,7.72E+11,7.68E+11,7.67E+11,
Jamaica,JAM,Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14175782215,14574951096,13065035337,12933508812,13317077410,13210128055,13074970431,12974829389,12911907127,12892120992,
Jamaica,JAM,Final consumption expenditure (current LCU),NE.CON.TOTL.CN,380973600,395662600,418216000,442036200,505368100,535200000,551500000,594300000,635500000,710200000,850400000,962200000,1164999900,1342900000,1854900000,2199399900,2443800100,2552199900,3054700000,3492500000,4012699900,4687099900,5264600100,5949300200,7759000100,9984900100,12085999600,14250500100,16921600000,20793899000,25709199400,38529998800,61466898400,94207000000,1.37E+11,1.85E+11,2.24E+11,2.44E+11,2.73E+11,2.95E+11,3.42E+11,3.71E+11,4.19E+11,4.83E+11,5.46E+11,6.51E+11,7.22E+11,8.43E+11,1.05E+12,1.03E+12,1.13E+12,1.26E+12,1.34E+12,1.44E+12,1.54E+12,1.58E+12,1.62E+12,1.72E+12
Jamaica,JAM,Final consumption expenditure (current US$),NE.CON.TOTL.CD,533352373,553916561.7,585490690.2,618838303.2,707501190,749265014.7,772084558.3,820629660.3,762630505.2,852274091,1020520821,1155379443,1517915179,1488142730,2040369596,2419315697,2688153228,2807391816,2161395316,1978977788,2252554115,2631132761,2955316100,3079029190,1967890864,1796297647,2206360145,2597280715,3083044857,3619729659,3578674749,3153027725,2673636294,3751772202,4121568038,5220650636,6017476510,6876907913,7449467940,7514566327,7949303621,8060047743,8626370004,8335076817,8908787088,10419984000,10960245902,12210570518,14409078442,11661984405,12933508812,14677998661,15057717725,14396120952,13864081958,13481003887,12963427795,13462597543
Jamaica,JAM,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,69.13393677,66.74790433,67.38221846,66.73569233,70.68141125,68.87960829,62.40745468,62.67741159,60.90566873,61.20680971,60.91748342,62.62476606,67.2573136,61.78847607,68.02519452,66.23212068,69.7856427,65.66022969,61.66853798,62.32913522,63.82644613,67.68735231,67.77794761,64.96453462,66.43693255,70.6380641,65.84614571,65.16931685,66.17102479,69.25091814,64.89284865,65.84523354,66.37468546,58.8975995,66.74390115,69.84140031,69.75056293,68.63338478,70.33085076,71.33194229,74.51180478,73.5620905,74.2569944,74.46034049,74.87718036,78.78764944,78.17032496,80.32828534,89.13422708,80.33109425,81.92178963,85.83860096,85.45573448,85.33572337,85.23807887,81.19786808,78.36121491,77.49155568
Jamaica,JAM,"Households and NPISHs Final consumption expenditure, PPP (constant 2011 international $)",NE.CON.PRVT.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17872336043,18425654863,16387858901,16185523838,16804487247,16639132220,16523770584,16383964944,16297921041,16247651304,
Jamaica,JAM,"Households and NPISHs Final consumption expenditure, PPP (current international $)",NE.CON.PRVT.PP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5706742596,6024959343,5758619644,7205511947,8245434372,9478211904,9152169522,9106938976,9421354961,9956403561,11088161780,11494681821,12248002236,13174513986,13689971963,14527954417,15346603614,16757615685,17821737740,15600036474,15536876401,16804487247,16917186886,17077287323,17246892211,17066377332,17277975432,
Jamaica,JAM,"PPG, bilateral concessional (TDS, current US$)",DT.TDS.BLTC.CD,,,,,,,,,,,1680000,1899000,1889000,1984000,2297000,2842000,2976000,3455000,5294000,8931000,12149000,17045000,24613000,13674000,6191000,15797000,25940000,15078000,19785000,15594000,35795000,43035000,37572000,52008000,49010000,67147000,101491000,123044000,91828000,128596000,102108000,110054000,93115000,88900000,95478000,94727000,95818000,86703000,105688000,107470000,113529000,112254000,77060000,74540000,78210000,63864000,97483000,
Jamaica,JAM,"PPG, bilateral (TDS, current US$)",DT.TDS.BLAT.CD,,,,,,,,,,,2306000,2953000,4270000,6001000,8172000,12137000,13597000,28168000,37009000,55080000,55046000,68144000,83366000,81544000,81380000,143846000,203077000,147336000,148300000,119399000,184421000,253965000,244591000,157650000,154144000,204623000,245193000,274781000,192399000,207002000,208058000,216677000,130194000,128164000,129219000,135682000,138571000,115914000,137747000,143561000,124694000,121957000,105419000,82392000,82379000,66268000,99824000,
Jamaica,JAM,Net ODA received (% of central government expense),DT.ODA.ODAT.XP.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.52721867,24.47838305,26.0258913,18.31122014,16.65876706,9.871065816,11.1556889,8.630347939,3.393526926,3.544438879,0.842046473,-0.940383125,0.391306603,2.189166876,0.82643017,0.205975818,2.6964183,1.292912793,1.091322737,0.766854252,2.019145486,3.428767435,3.655456463,0.96695901,0.688853641,2.003126756,2.689259667,1.613455916,0.727686146,
Jamaica,JAM,Net ODA received per capita (current US$),DT.ODA.ODAT.PC.ZS,,6.112165815,7.516778523,2.025366988,2.311489374,5.619877627,5.740721601,5.41300808,8.796948784,7.175245781,5.598862311,11.64380972,8.760468631,9.620175929,12.9427227,11.89010212,12.57368917,15.86608848,57.87248108,57.33135149,57.90448188,70.05878731,80.3014503,79.29484806,73.65262174,72.08041604,75.01736023,70.19353342,80.25789481,108.6214344,111.6307695,65.23743406,47.97267095,40.07181023,45.94418971,42.75963175,22.83768925,27.82559483,7.45586507,-8.482353289,3.274537199,20.17175126,8.911326734,2.270958533,30.34692831,14.48988641,13.47327571,10.11721631,30.78001607,53.48274409,49.47448007,13.92122193,9.876831755,25.10338182,33.53846337,20.56802141,9.315061837,
Jamaica,JAM,"Net ODA received (% of imports of goods, services and primary income)",DT.ODA.ODAT.MP.ZS,,,,,,,,,,,,,,,,,2.064887326,3.087355032,9.783236994,8.491561914,7.462908896,7.851496762,9.325644223,10.07890333,9.511519693,9.422737397,11.09062043,8.577549959,8.552602288,9.361755795,9.243431397,5.782162417,4.506553879,3.262455429,3.288428128,2.555105501,1.382920892,1.598312424,0.432484062,-0.495906277,0.175057346,1.030042918,0.428676341,0.108006009,1.353961653,0.57045043,0.459583016,0.290445509,0.782854476,2.065937389,1.938095604,0.459767469,0.335581785,0.881329373,1.193632794,0.802321962,0.371761933,
Jamaica,JAM,Net official development assistance received (constant 2015 US$),DT.ODA.ODAT.KD,,103290000,116640000,22440000,26340000,74690000,70290000,60170000,115530000,91820000,60180000,121710000,88300000,85210000,107690000,84310000,85750000,100450000,362520000,299740000,271370000,352870000,396310000,389200000,364670000,346820000,339610000,300300000,318070000,415900000,386680000,215120000,173150000,150150000,161970000,133950000,63980000,85360000,22240000,-24330000,26110000,88410000,38400000,13010000,94120000,47960000,39750000,23850000,72530000,133970000,125330000,39330000,31600000,65950000,84320000,59070000,28860000,
Jamaica,JAM,Net ODA received (% of GNI),DT.ODA.ODAT.GN.ZS,,1.384200766,1.693187727,0.42694114,0.45633199,1.039383901,0.999335524,0.91061479,1.566338717,1.174497185,0.781428061,1.528282096,0.920088054,1.008768567,1.063337374,0.83654823,0.89415134,1.050601878,4.80283159,5.502118963,5.111225798,5.498372898,5.784184516,5.425097231,8.123978629,9.199120372,7.144678022,5.680711801,5.510583153,6.452770837,6.508969694,4.36108131,3.657948855,1.911141575,2.228840069,1.723243678,0.808400689,0.873120881,0.230097614,-0.262111498,0.100671536,0.618660352,0.264290915,0.069675163,0.865315331,0.377680516,0.329352178,0.230873682,0.655055141,1.318891229,1.097031398,0.28174973,0.192212533,0.513603136,0.705889763,0.42969357,0.199358787,
Jamaica,JAM,Net ODA received (% of gross capital formation),DT.ODA.ODAT.GI.ZS,,4.764329438,6.063924615,1.726774398,1.654593477,3.82951711,3.325806834,2.903940838,4.248507302,3.168450143,2.369894366,4.486798542,3.306844179,3.151238095,4.476261615,3.270914938,4.783372836,8.308247785,30.62862138,26.23490529,29.38887645,25.46085629,26.11575466,22.37930847,30.98630246,33.02481944,37.95916079,24.6061699,21.24226977,22.31077507,22.76663506,16.07181078,11.22943224,7.304128044,8.792550383,6.569056468,3.107574677,3.344862071,0.983075938,-1.187476281,0.412661851,2.273393389,0.906358725,0.249684299,3.082241855,1.317438822,1.099044176,0.824057385,2.578348258,5.916112154,5.228462803,1.272105901,0.950707683,2.357037633,3.072985821,1.9575614,0.89444263,
Jamaica,JAM,Net official development assistance received (current US$),DT.ODA.ODAT.CD,,10090000,12600000,3450000,4000000,9870000,10220000,9760000,16060000,13270000,10500000,22170000,16950000,18920000,25860000,24110000,25840000,33010000,121860000,122270000,125250000,153960000,179500000,180290000,170060000,168570000,177170000,167010000,192100000,261530000,270620000,159420000,118270000,99730000,115460000,108500000,58510000,71980000,19470000,-22350000,8700000,54000000,24020000,6160000,82810000,39770000,37190000,28080000,85880000,149970000,139380000,39390000,28060000,71590000,95990000,59070000,26840000,
Jamaica,JAM,Net official aid received (constant 2015 US$),DT.ODA.OATL.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Net official aid received (current US$),DT.ODA.OATL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jamaica,JAM,Net official development assistance and official aid received (constant 2015 US$),DT.ODA.ALLD.KD,,109790000,124960000,22580000,26800000,78180000,73570000,62870000,124370000,99510000,64660000,132290000,95690000,93070000,116290000,90510000,93120000,110900000,404150000,337070000,309300000,384310000,419800000,413320000,390350000,368660000,361020000,321410000,352470000,458020000,386680000,215120000,173150000,150150000,161970000,133950000,63980000,85360000,22240000,-24330000,26110000,88410000,38400000,13010000,94120000,47960000,39750000,23850000,72530000,133970000,125330000,39330000,31600000,65950000,84320000,59070000,28860000,
